sofifa_id,short_name,overall,age,club_name,league_name,nationality_name,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure
214700,M. Navarrete,69,28,Unión La Calera,Chilian Campeonato Nacional,Chile,75,64,35,43,42,62
214835,R. Fernández,69,29,Al Fayha,Saudi Abdul L. Jameel League,Chile,47,26,69,69,71,60
214916,F. Cordero,69,32,Unión La Calera,Chilian Campeonato Nacional,Chile,71,67,70,54,58,66
217794,B. Véjar,69,24,Colo-Colo,Chilian Campeonato Nacional,Chile,59,61,70,58,47,55
219746,D. Torres,69,27,Audax Italiano,Chilian Campeonato Nacional,Chile,51,62,36,48,41,60
222497,Y. Leiva,69,22,Club Necaxa,Mexican Liga MX,Chile,47,59,64,66,53,62
230598,J. Carreño,69,23,Club Deportivo Oriente Petrolero,Liga de Fútbol Profesional Boliviano,Chile,58,55,65,63,62,58
234587,J. Leiva,69,26,Unión La Calera,Chilian Campeonato Nacional,Chile,52,52,73,72,55,58
176895,M. Pinto,68,36,Colo-Colo,Chilian Campeonato Nacional,Chile,27,11,13,69,34,67
203795,B. Romo,68,31,Fútbol Club Juárez,Mexican Liga MX,Chile,69,64,25,43,32,49
203798,F. Seymour,68,32,Unión La Calera,Chilian Campeonato Nacional,Chile,69,69,47,52,53,61
210826,F. Gallegos,68,28,Club Atlético de San Luis,Mexican Liga MX,Chile,40,60,64,68,51,63
214413,S. Martínez,68,27,CD Huachipato,Chilian Campeonato Nacional,Chile,65,70,64,59,44,63
214459,C. Valenzuela,68,27,CD Huachipato,Chilian Campeonato Nacional,Chile,24,12,61,72,63,55
214759,R. de la Fuente,68,29,Colo-Colo,Chilian Campeonato Nacional,Chile,68,59,59,52,42,68
219091,J. Fuentes,68,25,Estudiantes de La Plata,Argentina Primera División,Chile,77,69,47,53,45,67
219605,C. Cuevas,68,25,CD Huachipato,Chilian Campeonato Nacional,Chile,74,60,68,55,50,57
219941,G. Castellón,68,26,CD Huachipato,Chilian Campeonato Nacional,Chile,42,23,10,38,43,21
220201,I. Ledezma,68,24,Audax Italiano,Chilian Campeonato Nacional,Chile,27,20,59,72,40,62
223857,O. Salinas,68,32,Club Deportivo Oriente Petrolero,Liga de Fútbol Profesional Boliviano,Chile,48,34,65,57,59,55
224344,A. Vilches,68,28,Unión La Calera,Chilian Campeonato Nacional,Chile,40,15,67,54,58,66
225270,I. Jeraldino,68,24,Club Atlas,Mexican Liga MX,Chile,36,18,73,49,70,64
229649,G. Suazo,68,22,Colo-Colo,Chilian Campeonato Nacional,Chile,59,63,66,58,53,65
229650,C. Gutiérrez,68,23,Vancouver Whitecaps FC,USA Major League Soccer,Chile,46,62,63,56,47,61
229713,J. Bizama,68,26,Houston Dynamo,USA Major League Soccer,Chile,72,60,55,50,34,53
231351,Y. Urra,68,23,CD Huachipato,Chilian Campeonato Nacional,Chile,30,9,4,46,21,46
214411,N. Maturana,67,26,Colo-Colo,Chilian Campeonato Nacional,Chile,54,39,65,68,40,49
214710,J. Espinoza,67,28,Coquimbo Unido,Chilian Campeonato Nacional,Chile,65,59,45,49,49,59
214915,C. Sepúlveda,67,28,CD Huachipato,Chilian Campeonato Nacional,Chile,72,70,60,65,74,50
215118,F. Manríquez,67,36,Coquimbo Unido,Chilian Campeonato Nacional,Chile,61,62,59,67,74,64
217989,C. Ross,67,29,Sport Huancayo,Peruvian Primera División,Chile,38,43,61,59,50,47
219090,R. Osorio,67,25,Coquimbo Unido,Chilian Campeonato Nacional,Chile,72,69,30,25,38,55
219104,C. Bravo,67,26,Club Atlético Peñarol,Uruguayan Primera División,Chile,43,23,67,52,60,55
219635,D. Oyarzún,67,27,CD Huachipato,Chilian Campeonato Nacional,Chile,69,67,48,38,34,48
225455,V. Dávila,67,22,Pachuca,Mexican Liga MX,Chile,37,25,69,64,53,72
226266,J. Vargas,67,22,Unión La Calera,Chilian Campeonato Nacional,Chile,41,43,65,56,63,57
228682,R. Rebolledo,67,23,Universidad Católica,Chilian Campeonato Nacional,Chile,51,59,59,35,37,62
232189,N. Ramírez,67,23,CD Huachipato,Chilian Campeonato Nacional,Chile,62,72,26,43,41,57
233379,N. Castro,67,24,Aalesunds FK,Norwegian Eliteserien,Chile,56,42,67,67,68,66
236956,J. Abrigo,67,25,Coquimbo Unido,Chilian Campeonato Nacional,Chile,45,22,67,67,49,63
243384,C. Munder,67,20,Universidad Católica,Chilian Campeonato Nacional,Chile,33,20,62,57,47,57
204709,D. Rubio,66,27,Colorado Rapids,USA Major League Soccer,Chile,66,23,72,58,74,66
213822,L. Cabrera,66,26,Audax Italiano,Chilian Campeonato Nacional,Chile,60,59,59,64,40,52
214414,R. Ureña,66,27,América de Cali,Colombian Liga Postobón,Chile,72,56,47,47,37,68
214701,T. Asta-Buruaga,66,23,Universidad Católica,Chilian Campeonato Nacional,Chile,63,60,42,37,46,52
224504,I. Poblete,66,25,CD Huachipato,Chilian Campeonato Nacional,Chile,44,31,64,67,52,68
235980,I. Morales,66,20,Colo-Colo,Chilian Campeonato Nacional,Chile,40,16,65,44,56,56
242450,Y. Andia,66,27,Unión La Calera,Chilian Campeonato Nacional,Chile,59,56,57,56,43,65
243386,D. Valencia,66,20,Universidad Católica,Chilian Campeonato Nacional,Chile,56,17,64,41,56,55
245237,I. Saavedra,66,21,Universidad Católica,Chilian Campeonato Nacional,Chile,64,58,61,59,50,70
189839,N. Crovetto,65,34,Audax Italiano,Chilian Campeonato Nacional,Chile,71,64,35,48,50,60
213618,D. Vallejos,65,30,Coquimbo Unido,Chilian Campeonato Nacional,Chile,55,54,67,59,65,53
214217,B. Vidal,65,29,Coquimbo Unido,Chilian Campeonato Nacional,Chile,66,63,55,45,41,62
214440,D. Melo,65,26,Colo-Colo,Chilian Campeonato Nacional,Chile,36,24,7,56,19,58
229856,J. Parraguez,65,30,Colo-Colo,Chilian Campeonato Nacional,Chile,52,21,67,49,63,60
236351,R. González,65,24,Unión La Calera,Chilian Campeonato Nacional,Chile,48,62,61,57,41,62
176902,L. Figueroa,64,37,Coquimbo Unido,Chilian Campeonato Nacional,Chile,59,67,68,67,64,59
225458,B. Saavedra,64,22,Coquimbo Unido,Chilian Campeonato Nacional,Chile,64,56,35,38,35,53
229535,R. Meléndez,64,21,Audax Italiano,Chilian Campeonato Nacional,Chile,45,30,62,66,59,63
242303,F. Torres,64,31,Audax Italiano,Chilian Campeonato Nacional,Chile,70,53,22,32,36,50
256530,A. Aravena,64,17,Universidad Católica,Chilian Campeonato Nacional,Chile,33,10,60,66,65,55
213589,J. Muñoz,63,29,Audax Italiano,Chilian Campeonato Nacional,Chile,23,25,8,52,23,54
214308,A. Martínez,63,26,Audax Italiano,Chilian Campeonato Nacional,Chile,47,61,56,59,53,57
214743,J. Romo,63,30,Unión La Calera,Chilian Campeonato Nacional,Chile,59,38,59,68,48,59
219627,J. Verdugo,63,23,CD Huachipato,Chilian Campeonato Nacional,Chile,52,60,60,59,33,49
230124,R. Escobar,63,22,Audax Italiano,Chilian Campeonato Nacional,Chile,66,62,29,47,44,48
231264,T. Rodríguez,63,24,Unión La Calera,Chilian Campeonato Nacional,Chile,34,33,66,58,50,67
241562,N. Díaz,63,21,Mazatlán Futbol Club,Mexican Liga MX,Chile,60,60,64,49,30,52
213413,L. Vigouroux,62,26,Leyton Orient,English League Two,Chile,24,14,6,24,30,46
225972,J. Henríquez,62,26,Audax Italiano,Chilian Campeonato Nacional,Chile,59,43,64,68,53,51
233831,J. Salas,62,23,Coquimbo Unido,Chilian Campeonato Nacional,Chile,54,57,50,37,45,49
236906,C. Villanueva,62,21,Colo-Colo,Chilian Campeonato Nacional,Chile,55,41,60,60,61,58
239682,N. Fernández,61,20,Audax Italiano,Chilian Campeonato Nacional,Chile,53,61,61,50,45,48
240428,B. Figueroa,61,21,Audax Italiano,Chilian Campeonato Nacional,Chile,40,22,62,65,49,49
246840,E. Wiemberg,61,26,Unión La Calera,Chilian Campeonato Nacional,Chile,49,60,48,31,38,42
254989,B. Gazzolo,61,22,CD Huachipato,Chilian Campeonato Nacional,Chile,57,58,21,32,30,42
229397,M. Vargas,60,24,Unión La Calera,Chilian Campeonato Nacional,Chile,37,26,19,29,25,46
238767,J. Altamirano,60,20,CD Huachipato,Chilian Campeonato Nacional,Chile,48,46,62,60,44,55
243684,W. Alarcón,60,19,Colo-Colo,Chilian Campeonato Nacional,Chile,59,47,56,58,50,61
215997,G. Orellana,59,33,Coquimbo Unido,Chilian Campeonato Nacional,Chile,22,26,14,19,30,30
219819,F. Rojas,59,26,Coquimbo Unido,Chilian Campeonato Nacional,Chile,56,56,44,45,35,41
236677,I. Tapia,59,21,CD Huachipato,Chilian Campeonato Nacional,Chile,55,62,30,35,42,48
254973,J. Abdala,59,20,Coquimbo Unido,Chilian Campeonato Nacional,Chile,41,20,49,60,44,59
254974,F. Villagrán,59,23,Coquimbo Unido,Chilian Campeonato Nacional,Chile,54,60,52,61,42,41
244770,F. Manzo,58,21,Unión La Calera,Chilian Campeonato Nacional,Chile,41,32,50,54,43,57
251013,D. Aravena,58,23,Coquimbo Unido,Chilian Campeonato Nacional,Chile,59,61,47,52,42,39
253009,A. Cáceres,58,20,Unión La Calera,Chilian Campeonato Nacional,Chile,30,22,51,48,46,55
254970,J. Gática,58,24,Coquimbo Unido,Chilian Campeonato Nacional,Chile,51,51,60,61,36,39
254972,C. Salas,58,20,Coquimbo Unido,Chilian Campeonato Nacional,Chile,25,18,58,52,61,46
256440,J. Cruz,58,17,Colo-Colo,Chilian Campeonato Nacional,Chile,38,27,57,59,47,60
215104,Á. Delgado,57,25,Audax Italiano,Chilian Campeonato Nacional,Chile,53,41,50,49,39,40
236905,B. Provoste,57,20,Colo-Colo,Chilian Campeonato Nacional,Chile,44,54,47,50,62,49
247878,C. Marín,57,26,Audax Italiano,Chilian Campeonato Nacional,Chile,43,61,57,46,48,62
251685,A. Castillo,57,21,CD Huachipato,Chilian Campeonato Nacional,Chile,61,54,49,46,44,43
254971,M. Pinto,57,21,Coquimbo Unido,Chilian Campeonato Nacional,Chile,49,24,65,61,51,45
255070,L. Rojas,57,18,Crotone,Italian Serie A,Chile,36,25,46,61,43,48
255637,A. Canales,57,20,Audax Italiano,Chilian Campeonato Nacional,Chile,39,26,58,51,45,52
251016,T. Ahumada,56,19,Audax Italiano,Chilian Campeonato Nacional,Chile,25,15,8,49,31,31
255365,E. Valencia,56,20,Unión La Calera,Chilian Campeonato Nacional,Chile,39,37,50,58,48,52
256441,V. Pizarro,56,17,Colo-Colo,Chilian Campeonato Nacional,Chile,54,50,38,53,45,51
256443,J. Rojas,56,18,Colo-Colo,Chilian Campeonato Nacional,Chile,62,53,37,33,37,40
252370,N. Silva,55,21,CD Huachipato,Chilian Campeonato Nacional,Chile,30,18,54,54,62,50
256051,M. Nuñez,55,20,Universidad Católica,Chilian Campeonato Nacional,Chile,38,24,49,59,42,50
214287,V. González,54,26,Coquimbo Unido,Chilian Campeonato Nacional,Chile,43,49,23,35,39,44
234499,P. Sánchez,54,22,Unión La Calera,Chilian Campeonato Nacional,Chile,30,42,59,55,53,48
243128,M. Suárez,54,19,Universidad Católica,Chilian Campeonato Nacional,Chile,20,30,9,47,16,34
245847,C. Salomón,53,20,Universidad Católica,Chilian Campeonato Nacional,Chile,54,49,33,33,23,49
252534,M. Rodríguez Vejar,53,20,CD Huachipato,Chilian Campeonato Nacional,Chile,34,19,55,51,66,49
256560,M. Medel,53,19,Audax Italiano,Chilian Campeonato Nacional,Chile,47,50,39,39,32,37
256562,C. Aguirre,53,20,Unión La Calera,Chilian Campeonato Nacional,Chile,29,11,54,46,52,45
255373,B. Barticciotto,52,19,Universidad Católica,Chilian Campeonato Nacional,Chile,27,12,58,40,57,49
256220,M. Parra,52,19,CD Huachipato,Chilian Campeonato Nacional,Chile,19,7,5,28,12,22
256532,G. Tapia,52,18,Universidad Católica,Chilian Campeonato Nacional,Chile,31,24,54,42,50,48
256534,C. Finch,52,18,Universidad Católica,Chilian Campeonato Nacional,Chile,49,51,22,25,31,35
256561,G. Davis,52,19,Unión La Calera,Chilian Campeonato Nacional,Chile,41,25,46,57,45,50
256563,A. Moreno,52,18,Unión La Calera,Chilian Campeonato Nacional,Chile,52,46,28,40,35,35
243629,J. García,51,21,Audax Italiano,Chilian Campeonato Nacional,Chile,34,27,6,26,22,34
252377,D. Vergara,51,17,Coquimbo Unido,Chilian Campeonato Nacional,Chile,52,51,21,52,35,49
256052,V. Ramírez,51,19,Unión La Calera,Chilian Campeonato Nacional,Chile,29,12,54,54,43,46
256108,A. Rojo,51,20,Unión La Calera,Chilian Campeonato Nacional,Chile,23,8,6,21,16,27
256221,J. Molina,51,20,CD Huachipato,Chilian Campeonato Nacional,Chile,52,48,35,47,34,38
256529,V. Bernedo,51,19,Universidad Católica,Chilian Campeonato Nacional,Chile,17,10,5,38,10,22
256559,O. Rojas,51,20,Audax Italiano,Chilian Campeonato Nacional,Chile,36,27,50,48,40,51
247524,D. Retamal,50,25,Coquimbo Unido,Chilian Campeonato Nacional,Chile,28,14,7,25,17,34
256553,Á. Garrido,50,20,CD Huachipato,Chilian Campeonato Nacional,Chile,36,24,46,54,43,53
256558,C. Muñoz,50,20,Audax Italiano,Chilian Campeonato Nacional,Chile,45,46,27,26,34,38
256551,J. Gutiérrez,49,17,CD Huachipato,Chilian Campeonato Nacional,Chile,46,41,47,32,38,36
258299,L. Robles,49,19,Unión La Calera,Chilian Campeonato Nacional,Chile,31,17,53,41,63,46
256531,K. Fernandez,48,19,Universidad Católica,Chilian Campeonato Nacional,Chile,54,48,32,42,38,41
256552,D. Aravena,48,19,CD Huachipato,Chilian Campeonato Nacional,Chile,44,50,26,32,37,43
258268,E. Espinoza,48,19,Colo-Colo,Chilian Campeonato Nacional,Chile,57,44,40,50,37,42
258298,C. Pizarro,48,20,Unión La Calera,Chilian Campeonato Nacional,Chile,48,47,29,26,38,38
192064,Ricardo Goulart,80,29,Hebei FC,Chinese Super League,China PR,61,33,83,77,76,78
192598,Ai Kesen,79,30,Guangzhou FC,Chinese Super League,China PR,68,56,77,78,85,76
221445,Wu Lei,78,28,RCD Espanyol de Barcelona,Spanish Segunda División,China PR,65,23,82,73,53,71
188044,Alan Carvalho,77,30,Beijing Guoan FC,Chinese Super League,China PR,54,33,78,72,76,70
204943,Luo Guofu,75,32,Guangzhou FC,Chinese Super League,China PR,61,42,76,76,74,73
211108,Fei Nanduo,75,27,Guangzhou FC,Chinese Super League,China PR,63,36,73,78,63,69
182343,Hao Junmin,73,33,Shandong Taishan,Chinese Super League,China PR,69,67,69,74,67,66
224599,Yan Junling,73,29,Shanghai Port FC,Chinese Super League,China PR,18,25,15,70,21,63
222204,Cao Yunding,72,30,Shanghai Shenhua FC,Chinese Super League,China PR,63,35,70,73,60,67
182043,Zeng Cheng,71,33,Shanghai Shenhua FC,Chinese Super League,China PR,40,27,13,68,18,62
182224,Wang Dalei,71,31,Shandong Taishan,Chinese Super League,China PR,37,14,14,70,22,62
182411,Yu Hanchao,71,33,Shanghai Shenhua FC,Chinese Super League,China PR,56,38,68,74,64,71
182473,Li Xuepeng,71,31,Guangzhou FC,Chinese Super League,China PR,64,65,66,68,51,65
200672,Zhang Linpeng,71,31,Guangzhou FC,Chinese Super League,China PR,83,65,63,64,38,68
191572,Zheng Zheng,70,30,Shandong Taishan,Chinese Super League,China PR,67,67,58,69,59,59
221820,Zhang Xizhe,70,29,Beijing Guoan FC,Chinese Super League,China PR,60,53,69,71,72,72
222278,Tang Miao,70,29,Guangzhou City,Chinese Super League,China PR,68,62,53,60,43,64
224604,Wang Shenchao,70,31,Shanghai Port FC,Chinese Super League,China PR,64,65,58,45,34,64
181971,Huang Bowen,69,32,Guangzhou FC,Chinese Super League,China PR,65,67,64,71,60,65
221855,Liu Binbin,69,27,Shandong Taishan,Chinese Super League,China PR,57,38,66,63,52,66
222240,Ji Xiang,69,30,Jiangsu FC,Chinese Super League,China PR,63,64,68,69,50,60
222273,Jiang Zhipeng,69,31,Shenzhen FC,Chinese Super League,China PR,67,65,66,68,42,62
223344,Wei Shihao,69,25,Guangzhou FC,Chinese Super League,China PR,57,35,59,68,58,68
158293,Zheng Zhi,68,39,Guangzhou FC,Chinese Super League,China PR,86,71,63,71,68,72
175589,Feng Xiaoting,68,34,Shanghai Shenhua FC,Chinese Super League,China PR,67,66,60,67,54,57
182047,Wu Yan,68,31,Henan Songshan Longmen FC,Chinese Super League,China PR,39,24,18,56,15,62
200741,Jiang Guangtai,68,26,Guangzhou FC,Chinese Super League,China PR,66,65,41,27,43,58
224648,Li Lei,68,28,Beijing Guoan FC,Chinese Super League,China PR,64,65,65,65,44,61
224702,Liu Dianzuo,68,30,Guangzhou FC,Chinese Super League,China PR,40,26,18,63,23,62
228033,Chi Zhongguo,68,30,Beijing Guoan FC,Chinese Super League,China PR,62,70,63,69,53,63
247197,Ming Tian,68,25,Wuhan FC,Chinese Super League,China PR,64,61,62,59,35,57
158309,Gao Lin,67,34,Shenzhen FC,Chinese Super League,China PR,67,48,69,69,72,65
182409,Zhang Chengdong,67,31,Hebei FC,Chinese Super League,China PR,68,60,73,68,67,62
182412,Dai Lin,67,32,Shandong Taishan,Chinese Super League,China PR,80,68,50,49,47,60
182464,Zhao Mingjian,67,32,Shanghai Shenhua FC,Chinese Super League,China PR,66,62,67,59,36,56
182996,Xiao Zhi,67,35,Tianjin Jinmen Tiger FC,Chinese Super League,China PR,68,50,73,57,48,60
199088,Wang Gang,67,31,Beijing Guoan FC,Chinese Super League,China PR,69,62,63,55,36,57
202102,Yu Hai,67,33,Shanghai Port FC,Chinese Super League,China PR,64,68,67,64,52,66
202808,Li Ke,67,27,Beijing Guoan FC,Chinese Super League,China PR,66,65,64,65,55,66
217153,Wu Xi,67,31,Jiangsu FC,Chinese Super League,China PR,55,62,62,68,62,55
221824,Piao Cheng,67,30,Beijing Guoan FC,Chinese Super League,China PR,63,57,69,67,58,68
222235,Ren Hang,67,31,Hebei FC,Chinese Super League,China PR,66,65,67,61,37,59
222248,Sun Ke,67,30,Shenzhen FC,Chinese Super League,China PR,65,56,68,64,49,56
222306,Ding Haifeng,67,28,Hebei FC,Chinese Super League,China PR,55,62,60,64,45,59
222342,Gu Chao,67,30,Jiangsu FC,Chinese Super League,China PR,33,18,18,59,23,56
222346,Shi Ke,67,27,Shanghai Port FC,Chinese Super League,China PR,66,66,24,29,38,59
223826,Mei Fang,67,30,Guangzhou FC,Chinese Super League,China PR,66,65,21,25,32,63
224544,Zhao Honglue,67,30,Tianjin Jinmen Tiger FC,Chinese Super League,China PR,70,68,42,39,44,53
224608,Cai Huikang,67,30,Shanghai Port FC,Chinese Super League,China PR,73,69,48,45,46,60
237010,Deng Hanwen,67,25,Guangzhou FC,Chinese Super League,China PR,71,63,62,65,38,66
243100,Li Shuai,67,25,Dalian Professional Football Club,Chinese Super League,China PR,67,61,61,58,39,62
181832,Guan Zhen,66,35,Shenzhen FC,Chinese Super League,China PR,32,13,14,30,22,33
181846,Wang Yongpo,66,33,Shenzhen FC,Chinese Super League,China PR,64,46,66,69,61,65
182096,Zheng Long,66,32,Dalian Professional Football Club,Chinese Super League,China PR,63,54,61,67,62,63
182122,Zou Zheng,66,32,Qingdao FC,Chinese Super League,China PR,63,65,68,63,41,65
186970,Gu Cao,66,32,Henan Songshan Longmen FC,Chinese Super League,China PR,76,66,54,43,23,57
192008,Zhang Chi,66,32,Shandong Taishan,Chinese Super League,China PR,66,65,60,62,42,58
202855,Tan Long,66,32,,,China PR,65,41,68,65,66,59
216736,Wang Shangyuan,66,27,Henan Songshan Longmen FC,Chinese Super League,China PR,69,60,51,63,65,65
221847,M. Mirahmetjan,66,29,Shanghai Port FC,Chinese Super League,China PR,61,62,65,66,63,65
221854,Wu Xinghan,66,27,Shandong Taishan,Chinese Super League,China PR,60,55,65,59,54,64
221857,Jin Jingdao,66,28,Shandong Taishan,Chinese Super League,China PR,69,66,65,62,54,62
222350,Xie Pengfei,66,27,Jiangsu FC,Chinese Super League,China PR,52,41,58,62,56,59
224558,Yu Rui,66,27,Shanghai Port FC,Chinese Super League,China PR,64,63,35,32,33,57
224669,Yin Hongbo,66,30,Hebei FC,Chinese Super League,China PR,62,52,60,66,45,57
241344,Yang Liyu,66,23,Guangzhou FC,Chinese Super League,China PR,57,38,62,65,53,63
182094,Qin Sheng,65,33,Shanghai Shenhua FC,Chinese Super League,China PR,90,62,47,57,53,55
182451,Cheng Yuelei,65,32,Guangzhou City,Chinese Super League,China PR,36,12,9,46,15,60
183997,Yu Dabao,65,32,Beijing Guoan FC,Chinese Super League,China PR,67,64,66,63,55,68
191861,Dong Xuesheng,65,31,Wuhan FC,Chinese Super League,China PR,58,58,68,46,55,65
221801,Liao Lisheng,65,27,Guangzhou FC,Chinese Super League,China PR,66,63,62,63,43,61
221846,Wang Tong,65,27,Shandong Taishan,Chinese Super League,China PR,55,57,59,60,35,53
221853,Mi Haolun,65,27,Shenzhen FC,Chinese Super League,China PR,65,64,58,62,31,60
222233,Zhou Yun,65,29,Jiangsu FC,Chinese Super League,China PR,53,64,52,54,38,55
222299,Jin Taiyan,65,30,Beijing Guoan FC,Chinese Super League,China PR,65,63,54,52,34,58
222438,Zou Dehai,65,27,Beijing Guoan FC,Chinese Super League,China PR,21,20,17,21,21,23
224475,Dong Chunyu,65,29,Wuhan FC,Chinese Super League,China PR,35,16,20,64,21,22
224611,Lü Wenjun,65,31,Shanghai Port FC,Chinese Super League,China PR,46,26,63,67,62,58
224624,Fu Huan,65,26,Shanghai Port FC,Chinese Super League,China PR,60,62,61,56,42,58
224633,He Guan,65,27,Shanghai Port FC,Chinese Super League,China PR,62,67,44,45,41,55
224690,Li Ang,65,26,Jiangsu FC,Chinese Super League,China PR,65,61,56,56,58,60
228017,Zhang Yuning,65,23,Beijing Guoan FC,Chinese Super League,China PR,61,23,62,59,45,60
232871,Gao Zhunyi,65,24,Guangzhou FC,Chinese Super League,China PR,62,63,54,54,63,68
240207,Liu Yang,65,25,Shandong Taishan,Chinese Super League,China PR,57,65,58,56,40,60
182023,Deng Xiaofei,64,37,Chongqing Liangjiang Athletic,Chinese Super League,China PR,35,14,13,33,13,63
182427,Yang Xu,64,33,Shanghai Shenhua FC,Chinese Super League,China PR,58,11,71,53,62,59
186475,Lu Lin,64,35,Guangzhou City,Chinese Super League,China PR,55,57,61,57,49,50
191532,Yu Yang,64,30,Beijing Guoan FC,Chinese Super League,China PR,62,61,45,35,33,54
217160,Peng Xinli,64,28,Shanghai Shenhua FC,Chinese Super League,China PR,64,65,63,63,58,63
221976,Jiang Zhe,64,31,Chongqing Liangjiang Athletic,Chinese Super League,China PR,53,55,38,41,47,63
222197,Bai Jiajun,64,29,Shanghai Shenhua FC,Chinese Super League,China PR,70,61,58,58,45,63
222435,Zhao Yuhao,64,27,Hebei FC,Chinese Super League,China PR,65,65,57,53,45,55
222622,Hui Jiakang,64,31,Tianjin Jinmen Tiger FC,Chinese Super League,China PR,57,40,58,55,65,60
224667,Yang Kuo,64,27,Henan Songshan Longmen FC,Chinese Super League,China PR,64,64,53,57,44,50
238103,Liu Junshuai,64,25,Shandong Taishan,Chinese Super League,China PR,62,59,40,43,40,54
241485,Chen Binbin,64,22,Shanghai Port FC,Chinese Super League,China PR,62,36,60,61,56,59
245039,Duan Liuyu,64,21,Shandong Taishan,Chinese Super League,China PR,54,46,58,66,63,58
247195,Liu Yun,64,25,Wuhan FC,Chinese Super League,China PR,52,51,62,63,53,55
181831,Yang Cheng,63,34,Hebei FC,Chinese Super League,China PR,27,24,12,46,13,57
182045,Rong Hao,63,33,Tianjin Jinmen Tiger FC,Chinese Super League,China PR,60,59,60,59,45,58
182398,Chen Lei,63,34,Chongqing Liangjiang Athletic,Chinese Super League,China PR,66,62,58,60,39,55
201026,Yi Teng,63,30,Guangzhou City,Chinese Super League,China PR,57,61,27,31,41,56
221819,Song Boxuan,63,30,Henan Songshan Longmen FC,Chinese Super League,China PR,48,30,60,60,45,55
221864,Chen Hao,63,27,Henan Songshan Longmen FC,Chinese Super League,China PR,62,61,59,40,47,57
226197,Feng Jin,63,26,Chongqing Liangjiang Athletic,Chinese Super League,China PR,67,36,61,60,42,53
231956,Liao Junjian,63,26,Wuhan FC,Chinese Super League,China PR,62,63,57,58,36,57
231993,Chi Wenyi,63,32,Hebei FC,Chinese Super League,China PR,22,10,8,25,19,56
233196,Li Hang,63,30,Wuhan FC,Chinese Super League,China PR,63,59,64,63,58,58
238106,Wang Wei,63,31,Qingdao FC,Chinese Super League,China PR,65,56,57,64,45,60
241311,Ke Zhao,63,31,Henan Songshan Longmen FC,Chinese Super League,China PR,77,57,42,30,33,56
241619,Huang Zichang,63,23,Jiangsu FC,Chinese Super League,China PR,57,45,58,57,45,54
175598,Zhao Xuri,62,34,Dalian Professional Football Club,Chinese Super League,China PR,75,63,60,61,58,63
182474,Zhang Chong,62,32,Dalian Professional Football Club,Chinese Super League,China PR,13,12,16,44,16,56
207789,Chen Zhizhao,62,32,Guangzhou City,Chinese Super League,China PR,33,52,67,60,53,54
221844,Shao Puliang,62,30,Shijiazhuang Ever Bright F.C.,Chinese Super League,China PR,16,18,18,37,14,58
222282,Zhu Baojie,62,30,Shanghai Shenhua FC,Chinese Super League,China PR,44,53,58,63,45,65
222300,Wang Hao,62,27,Qingdao FC,Chinese Super League,China PR,76,67,47,46,56,45
222351,Luo Jing,62,26,Jiangsu FC,Chinese Super League,China PR,61,51,60,61,70,60
222624,Bai Yuefeng,62,33,Tianjin Jinmen Tiger FC,Chinese Super League,China PR,66,62,59,66,30,57
222853,Hou Yongyong,62,22,Beijing Guoan FC,Chinese Super League,China PR,44,42,60,61,49,58
224470,He Chao,62,25,Guangzhou FC,Chinese Super League,China PR,83,62,61,62,62,61
224602,Zhang Wei,62,27,Shanghai Port FC,Chinese Super League,China PR,66,58,54,52,39,58
224615,Zheng Dalun,62,26,Shenzhen FC,Chinese Super League,China PR,53,42,51,55,45,61
224616,Li Shenglong,62,27,Shanghai Port FC,Chinese Super League,China PR,74,39,62,52,64,58
226189,Lü Haidong,62,28,Shenzhen FC,Chinese Super League,China PR,57,57,53,62,32,55
226190,Shi Zhe,62,27,Qingdao FC,Chinese Super League,China PR,64,62,62,60,37,59
231954,Xu Xin,62,26,Guangzhou FC,Chinese Super League,China PR,67,59,55,54,45,57
232256,Han Pengfei,62,27,Wuhan FC,Chinese Super League,China PR,64,61,48,54,42,59
233719,Piao Shihao,62,28,Shijiazhuang Ever Bright F.C.,Chinese Super League,China PR,73,54,34,43,44,43
238108,Jiang Tao,62,31,Beijing Guoan FC,Chinese Super League,China PR,70,57,63,60,46,55
241334,Liu Yiming,62,25,Guangzhou FC,Chinese Super League,China PR,71,60,21,28,38,56
245041,Zhu Chenjie,62,19,Shanghai Shenhua FC,Chinese Super League,China PR,68,63,42,45,34,57
182012,Cao Xuan,61,34,Shijiazhuang Ever Bright F.C.,Chinese Super League,China PR,63,64,55,44,37,52
186488,Li Shuai,61,37,Shanghai Shenhua FC,Chinese Super League,China PR,25,17,12,47,23,52
193713,Qian Jiegei,61,28,Shanghai Shenhua FC,Chinese Super League,China PR,64,57,52,55,56,53
221845,Han Rongze,61,27,Shandong Taishan,Chinese Super League,China PR,31,19,18,58,19,26
221850,Li Songyi,61,27,Guangzhou City,Chinese Super League,China PR,52,60,49,70,35,65
221852,Liu Yang,61,29,Tianjin Jinmen Tiger FC,Chinese Super League,China PR,65,60,49,49,32,48
221856,Luo Senwen,61,27,Hebei FC,Chinese Super League,China PR,54,64,64,61,48,56
222118,Zhang Chenglin,61,33,Wuhan FC,Chinese Super League,China PR,60,56,44,36,37,65
